#  k [eV]  charge
0.000000000000000000e+00 0.000000000000000000e+00
2.479596249625352300e+02 8.000000000000007105e-03
4.959192499250704600e+02 3.300000000000036238e-02
7.438788748876057753e+02 7.399999999999984368e-02
9.918384998501409200e+02 1.310000000000002274e-01
1.239798124812676178e+03 2.019999999999999574e-01
1.487757749775211551e+03 2.880000000000002558e-01
1.735717374737746923e+03 3.879999999999999005e-01
1.983676999700281840e+03 4.989999999999996660e-01
2.231636624662817212e+03 6.219999999999998863e-01
2.479596249625352357e+03 7.549999999999998934e-01
2.727555874587887502e+03 8.970000000000002416e-01
2.975515499550423101e+03 1.046000000000000263e+00
3.223475124512957791e+03 1.201999999999999957e+00
3.471434749475493845e+03 1.363000000000000433e+00
3.719394374438028990e+03 1.527999999999999581e+00
3.967353999400563680e+03 1.695999999999999730e+00
4.215313624363098825e+03 1.865999999999999659e+00
4.463273249325634424e+03 2.035999999999999588e+00
4.711232874288169114e+03 2.206999999999999851e+00
4.959192499250704714e+03 2.376999999999999780e+00
5.455111749175775003e+03 2.711000000000000298e+00
5.951030999100846202e+03 3.035000000000000142e+00
6.198990624063380892e+03 3.192000000000000171e+00
6.446950249025915582e+03 3.344999999999999751e+00
6.942869498950987690e+03 3.636999999999999567e+00
7.438788748876057980e+03 3.910999999999999588e+00
7.934707998801127360e+03 4.166000000000000369e+00
8.430627248726197649e+03 4.400999999999999801e+00
8.678586873688733249e+03 4.511000000000000121e+00
8.926546498651268848e+03 4.616999999999999993e+00
9.422465748576338228e+03 4.814000000000000057e+00
9.918384998501409427e+03 4.993999999999999773e+00
1.041430424842648063e+04 5.156000000000000583e+00
1.091022349835155001e+04 5.302999999999999936e+00
1.115818312331408561e+04 5.371000000000000441e+00
1.140614274827662121e+04 5.435999999999999943e+00
1.190206199820169240e+04 5.554999999999999716e+00
1.239798124812676178e+04 5.661999999999999922e+00
1.363777937293943796e+04 5.884999999999999787e+00
1.487757749775211596e+04 6.054000000000000270e+00
1.611737562256478850e+04 6.184000000000000163e+00
1.735717374737746650e+04 6.285999999999999588e+00
1.983676999700281885e+04 6.432000000000000384e+00
2.231636624662817121e+04 6.536999999999999922e+00
2.479596249625352357e+04 6.623000000000000220e+00
2.727555874587887592e+04 6.701999999999999957e+00
2.975515499550423192e+04 6.778999999999999915e+00
3.223475124512957700e+04 6.855000000000000426e+00
3.471434749475493300e+04 6.929999999999999716e+00
3.719394374438028899e+04 7.003000000000000114e+00
3.967353999400563771e+04 7.073999999999999844e+00
4.215313624363098643e+04 7.142999999999999794e+00
4.463273249325634242e+04 7.208000000000000185e+00
4.711232874288169842e+04 7.269000000000000128e+00
4.959192499250704714e+04 7.325999999999999623e+00
6.198990624063381256e+04 7.557000000000000384e+00
7.438788748876057798e+04 7.708000000000000185e+00
8.678586873688733613e+04 7.804000000000000270e+00
9.918384998501409427e+04 7.865999999999999659e+00
1.239798124812676251e+05 7.932999999999999829e+00
1.487757749775211560e+05 7.963000000000000078e+00
