 F. Gervais and B. Piriou, Anharmonicity in several-polar-mode crystals:  adjusting phonon self-energy of LO and TO modes in Al2O3 and TiO2 to fit infrared reflectivity,Journal of Physics C Solid State Physics 7 (1974) 2374 and M. Schubert, T.E. Tiwald and C.M. Herzinger, Infrared dielectric anisotropy and phonon modes of sapphire, Phys. Rev. B61(2000) 8187
4.200000000000000955e-02 3.188827273386420913e+01 1.639134933130406702e-01
4.221979453896817364e-02 3.264706352865322003e+01 1.792103641372385092e-01
4.244073930744492185e-02 3.345854354947146447e+01 1.962493230007761880e-01
4.266284032481511279e-02 3.432840343248384585e+01 2.152939550611494279e-01
4.288610364196428215e-02 3.526318645780620642e+01 2.366589862012981327e-01
4.311053534144348998e-02 3.627045457938587703e+01 2.607225950715031382e-01
4.333614153763500065e-02 3.735899482440468944e+01 2.879423150392121933e-01
4.356292837691892045e-02 3.853907799550729862e+01 3.188757713901696489e-01
4.379090203784054280e-02 3.982278581732831668e+01 3.542080063105482179e-01
4.402006873127881081e-02 4.122442862293512178e+01 3.947878914420648311e-01
4.425043470061544582e-02 4.276108421943535376e+01 4.416772462140065025e-01
4.448200622190503356e-02 4.445330101953592816e+01 4.962179828610598920e-01
4.471478960404604713e-02 4.632602696452470781e+01 5.601252399282292682e-01
4.494879118895271641e-02 4.840985357756830609e+01 6.356186462532303905e-01
4.518401735172777184e-02 5.074270728473528891e+01 7.256106236903407947e-01
4.542047450083616655e-02 5.337218746133324032e+01 8.339818628389614741e-01
4.565816907827965898e-02 5.635885916481583990e+01 9.659932488760681890e-01
4.589710755977230439e-02 5.978098821599444079e+01 1.128917172667412094e+00
4.613729645491689013e-02 6.374151313003403629e+01 1.333032416664322373e+00
4.637874230738227299e-02 6.837859074218813760e+01 1.593242723661741911e+00
4.662145169508166709e-02 7.388204951369390017e+01 1.931808552844630489e+00
4.686543123035183389e-02 8.052000304310915624e+01 2.383159581383849090e+00
4.711068756013327835e-02 8.868376852696592039e+01 3.002813955644605404e+00
4.735722736615120138e-02 9.896764178719080007e+01 3.884948767570236772e+00
4.760505736509772212e-02 1.123196595323224329e+02 5.199705108243526830e+00
4.785418430881473867e-02 1.303494960372432274e+02 7.280230054842283138e+00
4.810461498447791973e-02 1.560232022046380109e+02 1.085233910409796998e+01
4.835635621478159840e-02 1.954540629710716928e+02 1.775128829342154901e+01
4.860941485812465823e-02 2.634668077342551555e+02 3.378237502963316530e+01
4.886379780879736984e-02 4.063571945976883626e+02 8.581741797684108519e+01
4.911951199716923372e-02 8.178599374565450262e+02 4.510613132628691915e+02
4.937656438987778756e-02 -9.298866019245674579e+02 9.561026919534589297e+02
4.963496199001838499e-02 -4.584362444787965956e+02 1.263788611774578783e+02
4.989471183733502208e-02 -2.722716351868208449e+02 4.422554285705789567e+01
5.015582100841207980e-02 -1.905002438567899787e+02 2.224418384500353696e+01
5.041829661686716979e-02 -1.451574537188440956e+02 1.337292558737214243e+01
5.068214581354493070e-02 -1.164303202007242959e+02 8.934209041247891392e+00
5.094737578671172662e-02 -9.662172572175855123e+01 6.398851533350969234e+00
5.121399376225168470e-02 -8.214156960674260688e+01 4.814418458477492280e+00
5.148200700386341283e-02 -7.109505675149149795e+01 3.757630789051005227e+00
5.175142281325794541e-02 -6.238911881051954111e+01 3.017111093227208496e+00
5.202224853035762597e-02 -5.534942997250673358e+01 2.477726550196324595e+00
5.229449153349613466e-02 -4.953759615824127138e+01 2.072401269294269266e+00
5.256815923961945941e-02 -4.465634382232551047e+01 1.759899004998817906e+00
5.284325910448796348e-02 -4.049699468201315966e+01 1.513729676030256988e+00
5.311979862287954240e-02 -3.690875968533239870e+01 1.316241099621406674e+00
5.339778532879377315e-02 -3.377996816558238891e+01 1.155299902703644355e+00
5.367722679565718746e-02 -3.102615167374441896e+01 1.022341351461137249e+00
5.395813063652959984e-02 -2.858223081003201926e+01 9.111787424250628042e-01
5.424050450431150416e-02 -2.639724681801886774e+01 8.172520453666013429e-01
5.452435609195260130e-02 -2.443072098065029252e+01 7.371398379333172768e-01
5.480969313266136761e-02 -2.265008385155210036e+01 6.682340936517084939e-01
5.509652340011565036e-02 -2.102882465261527400e+01 6.085185318766364038e-01
5.538485470867463012e-02 -1.954513590605046858e+01 5.564144708072686907e-01
5.567469491359158806e-02 -1.818090519278081985e+01 5.106716640543267349e-01
5.596605191122792228e-02 -1.692095444638820467e+01 4.702897179250624671e-01
5.625893363926832980e-02 -1.575245853271752416e+01 4.344606777350231708e-01
5.655334807693698784e-02 -1.466449552860639827e+01 4.025265120209048919e-01
5.684930324521500489e-02 -1.364769499206771286e+01 3.739472414164861092e-01
5.714680720705889866e-02 -1.269395999730464197e+01 3.482767805165966069e-01
5.744586806762028153e-02 -1.179624528561516428e+01 3.251444419183028844e-01
5.774649397446668386e-02 -1.094837851156688124e+01 3.042406483716317278e-01
5.804869311780348762e-02 -1.014491486268905085e+01 2.853058094084570118e-01
5.835247373069711585e-02 -9.381017709741477972e+00 2.681216051769648723e-01
5.865784408929930471e-02 -8.652359677811315208e+00 2.525041227602992655e-01
5.896481251307249954e-02 -7.955039802510760261e+00 2.382984354840032015e-01
5.927338736501666649e-02 -7.285513378606085055e+00 2.253743213067811446e-01
5.958357705189703396e-02 -6.640531809548844144e+00 2.136228943450760864e-01
5.989539002447313160e-02 -6.017090287900304979e+00 2.029539821856749804e-01
6.020883477772902281e-02 -5.412381522278619350e+00 1.932941267217498649e-01
6.052391985110477934e-02 -4.823754006772076330e+00 1.845851220186094654e-01
