7.261562101503833873e-05 1.225066989497814590e-02
1.965798023980645261e-04 1.919535974734540643e-02
3.205439837810907812e-04 2.914427896748394975e-02
4.445081651641169551e-04 4.271762452270378568e-02
5.684723465471430747e-04 6.036494022557258726e-02
6.924365279301692485e-04 8.227792634326211441e-02
8.164007093131954223e-04 1.083704010894896430e-01
9.403648906962217046e-04 1.384054686493743358e-01
1.064329072079247662e-03 1.722609706969703558e-01
1.188293253462274161e-03 2.101532836380494429e-01
1.312257434845300226e-03 2.525964357152800654e-01
1.436221616228326291e-03 3.000848065747893090e-01
1.560185797611352791e-03 3.527633996271720140e-01
1.684149978994378856e-03 4.103798899279625378e-01
1.808114160377405138e-03 4.725658363636306980e-01
1.932078341760431420e-03 5.392338357298410711e-01
2.056042523143457486e-03 6.108044572841297981e-01
2.180006704526483551e-03 6.880790300722923192e-01
2.303970885909509617e-03 7.717975454341079455e-01
2.427935067292535682e-03 8.621972949348067905e-01
2.551899248675562181e-03 9.589836108048147567e-01
2.675863430058588247e-03 1.061817052589526300e+00
2.799827611441614312e-03 1.170921723243774748e+00
2.923791792824640377e-03 1.287263806532598309e+00
3.047755974207666443e-03 1.412135752268917743e+00
3.171720155590692942e-03 1.546507537946463229e+00
3.295684336973719007e-03 1.690685180585876468e+00
3.419648518356745506e-03 1.844564560380134610e+00
3.543612699739771572e-03 2.008313837965045590e+00
3.667576881122798071e-03 2.182955765383736590e+00
3.791541062505823702e-03 2.370339041254025947e+00
3.915505243888849768e-03 2.572475246388311820e+00
4.039469425271876267e-03 2.790812686642839768e+00
4.163433606654902766e-03 3.026130897104398532e+00
4.287397788037929265e-03 3.279198825706539200e+00
4.411361969420954897e-03 3.551643502449158163e+00
4.535326150803981396e-03 3.846281617982631129e+00
4.659290332187008762e-03 4.166640753510812978e+00
4.783254513570033527e-03 4.516110389818698501e+00
4.907218694953060026e-03 4.897503374781146057e+00
5.031182876336085658e-03 5.313474971273035585e+00
5.155147057719112157e-03 5.767494352955115922e+00
5.279111239102138656e-03 6.264549397035602318e+00
5.403075420485165155e-03 6.811004204202798284e+00
5.527039601868191654e-03 7.413860965776255085e+00
5.651003783251216418e-03 8.080353157813652487e+00
5.774967964634242917e-03 8.818698421877796179e+00
5.898932146017269416e-03 9.640096647314832623e+00
6.022896327400295916e-03 1.056138169261366144e+01
6.146860508783322415e-03 1.160764516559988557e+01
6.270824690166348914e-03 1.281436094083229982e+01
6.394788871549374545e-03 1.422814229898401095e+01
6.518753052932401044e-03 1.590383935774482893e+01
6.642717234315425809e-03 1.789450269163312157e+01
6.766681415698452308e-03 2.023245287722676622e+01
6.890645597081477940e-03 2.290571047282642425e+01
7.014609778464504439e-03 2.584144984801715239e+01
7.138573959847530938e-03 2.891016498327920559e+01
7.262538141230556570e-03 3.195589306201331681e+01
7.386502322613583069e-03 3.484244454470563568e+01
7.510466503996608700e-03 3.749432332271422297e+01
7.634430685379635199e-03 3.991364919325092586e+01
7.758394866762662566e-03 4.216963071769719562e+01
7.882359048145687330e-03 4.437328700902087775e+01
8.006323229528712962e-03 4.665564060987056649e+01
8.130287410911740328e-03 4.916023069686707458e+01
8.254251592294765960e-03 5.204669153358855738e+01
