  Principal QN n  Azimuthal QN l
               1               0
 Electron Energy Probability dst
  0.63403103E+04  0.55225377E-15
  0.65965162E+04  0.45750230E-15
  0.68630752E+04  0.37891088E-15
  0.71404055E+04  0.31387759E-15
  0.74289425E+04  0.25973795E-15
  0.77291390E+04  0.21487946E-15
  0.80414661E+04  0.17736943E-15
  0.83664141E+04  0.14659689E-15
  0.87044929E+04  0.12090574E-15
  0.90562332E+04  0.99582921E-16
  0.94221869E+04  0.82159695E-16
  0.98029285E+04  0.67630384E-16
  0.10199056E+05  0.55706691E-16
  0.10611190E+05  0.45812428E-16
  0.11039978E+05  0.37651772E-16
  0.11486093E+05  0.30933141E-16
  0.11950235E+05  0.25421906E-16
  0.12433132E+05  0.21000945E-16
  0.12935543E+05  0.17135043E-16
  0.13458256E+05  0.14127374E-16
  0.14002092E+05  0.11505801E-16
  0.14567903E+05  0.94971809E-17
  0.15156578E+05  0.77437775E-17
  0.15769041E+05  0.63633382E-17
  0.16406253E+05  0.52410476E-17
  0.17069214E+05  0.42737476E-17
  0.17758964E+05  0.34753408E-17
  0.18476587E+05  0.28639455E-17
  0.19223208E+05  0.23653188E-17
  0.20000000E+05  0.19153573E-17
  Principal QN n  Azimuthal QN l
               3               0
 Electron Energy Probability dst
  0.10000000E+01  0.45674172E-11
  0.10404090E+01  0.60654172E-11
  0.10824510E+01  0.78748209E-11
  0.11261918E+01  0.10017196E-10
  0.11717001E+01  0.12514245E-10
  0.12190474E+01  0.15387919E-10
  0.12683080E+01  0.18662366E-10
  0.13195591E+01  0.22362794E-10
  0.13728812E+01  0.26514355E-10
  0.14283580E+01  0.31141813E-10
  0.14860766E+01  0.36269163E-10
  0.15461276E+01  0.41919162E-10
  0.16086051E+01  0.48114567E-10
  0.16736073E+01  0.54880665E-10
  0.17412362E+01  0.62241836E-10
  0.18115979E+01  0.70220393E-10
  0.18848028E+01  0.78836688E-10
  0.19609659E+01  0.88111602E-10
  0.20402067E+01  0.98063729E-10
  0.21226495E+01  0.10870755E-09
  0.22084237E+01  0.12005568E-09
  0.22976640E+01  0.13212136E-09
  0.23905104E+01  0.14491297E-09
  0.24871087E+01  0.15843329E-09
  0.25876104E+01  0.17268675E-09
  0.26921732E+01  0.18767578E-09
  0.28009614E+01  0.20339535E-09
  0.29141456E+01  0.21983138E-09
  0.30319034E+01  0.23696584E-09
  0.31544197E+01  0.25478430E-09
  0.32818868E+01  0.27326434E-09
  0.34145047E+01  0.29237231E-09
  0.35524816E+01  0.31206462E-09
  0.36960340E+01  0.33230437E-09
  0.38453872E+01  0.35305082E-09
  0.40007757E+01  0.37425107E-09
  0.41624432E+01  0.39584072E-09
  0.43306436E+01  0.41775776E-09
  0.45056407E+01  0.43993377E-09
  0.46877094E+01  0.46228623E-09
  0.48771352E+01  0.48472541E-09
  0.50742156E+01  0.50717145E-09
  0.52792599E+01  0.52953713E-09
  0.54925897E+01  0.55172415E-09
  0.57145400E+01  0.57363829E-09
  0.59454591E+01  0.59518695E-09
  0.61857095E+01  0.61626935E-09
  0.64356681E+01  0.63678253E-09
  0.66957273E+01  0.65662487E-09
  0.69662953E+01  0.67568974E-09
  0.72477966E+01  0.69387012E-09
  0.75406732E+01  0.71106285E-09
  0.78453846E+01  0.72716879E-09
  0.81624091E+01  0.74210426E-09
  0.84922443E+01  0.75579124E-09
  0.88354078E+01  0.76815285E-09
  0.91924382E+01  0.77911630E-09
  0.95638959E+01  0.78861455E-09
  0.99503638E+01  0.79659136E-09
  0.10352449E+02  0.80299945E-09
  0.10770781E+02  0.80780916E-09
  0.11206018E+02  0.81099716E-09
  0.11658843E+02  0.81255508E-09
  0.12129965E+02  0.81247732E-09
  0.12620126E+02  0.81074796E-09
  0.13130093E+02  0.80737241E-09
  0.13660667E+02  0.80238006E-09
  0.14212682E+02  0.79582380E-09
  0.14787003E+02  0.78774300E-09
  0.15384532E+02  0.77819239E-09
  0.16006206E+02  0.76723256E-09
  0.16653001E+02  0.75494169E-09
  0.17325933E+02  0.74138737E-09
  0.18026058E+02  0.72666000E-09
  0.18754474E+02  0.71086739E-09
  0.19512324E+02  0.69408143E-09
  0.20300798E+02  0.67640596E-09
  0.21121134E+02  0.65794521E-09
  0.21974619E+02  0.63878465E-09
  0.22862593E+02  0.61903040E-09
  0.23786448E+02  0.59880019E-09
  0.24747636E+02  0.57818499E-09
  0.25747664E+02  0.55727448E-09
  0.26788103E+02  0.53616217E-09
  0.27870585E+02  0.51494301E-09
  0.28996808E+02  0.49370494E-09
  0.30168542E+02  0.47252630E-09
  0.31387624E+02  0.45149835E-09
  0.32655968E+02  0.43069006E-09
  0.33975564E+02  0.41014756E-09
  0.35348484E+02  0.38993913E-09
  0.36776883E+02  0.37015451E-09
  0.38263002E+02  0.35082808E-09
  0.39809173E+02  0.33197079E-09
  0.41417824E+02  0.31367251E-09
  0.43091479E+02  0.29592977E-09
  0.44832764E+02  0.27877743E-09
  0.46644414E+02  0.26224876E-09
  0.48529270E+02  0.24634940E-09
  0.50490292E+02  0.23108596E-09
  0.52530556E+02  0.21647413E-09
  0.54653266E+02  0.20253196E-09
  0.56861752E+02  0.18921661E-09
  0.59159481E+02  0.17654838E-09
  0.61550060E+02  0.16455552E-09
  0.64037239E+02  0.15315489E-09
  0.66624923E+02  0.14241442E-09
  0.69317172E+02  0.13223142E-09
  0.72118213E+02  0.12263451E-09
  0.75032441E+02  0.11365226E-09
  0.78064431E+02  0.10516265E-09
  0.81218940E+02  0.97213038E-10
  0.84500920E+02  0.89763331E-10
  0.87915522E+02  0.82800061E-10
  0.91468104E+02  0.76308753E-10
  0.95164243E+02  0.70277180E-10
  0.99009740E+02  0.64679838E-10
  0.10301063E+03  0.59473480E-10
  0.10717319E+03  0.54610486E-10
  0.11150396E+03  0.50084902E-10
  0.11600973E+03  0.45895232E-10
  0.12069757E+03  0.42031209E-10
  0.12557484E+03  0.38471777E-10
  0.13064920E+03  0.35182909E-10
  0.13592861E+03  0.32134916E-10
  0.14142136E+03  0.29325087E-10
  0.14713606E+03  0.26749018E-10
  0.15308169E+03  0.24395440E-10
  0.15926757E+03  0.22244692E-10
  0.16570342E+03  0.20267320E-10
  0.17239934E+03  0.18441137E-10
  0.17936583E+03  0.16763721E-10
  0.18661383E+03  0.15230771E-10
  0.19415472E+03  0.13833345E-10
  0.20200033E+03  0.12556850E-10
  0.21016297E+03  0.11385448E-10
  0.21865546E+03  0.10314984E-10
  0.22749111E+03  0.93415654E-11
  0.23668381E+03  0.84579379E-11
  0.24624798E+03  0.76528404E-11
  0.25619863E+03  0.69165148E-11
  0.26655137E+03  0.62464323E-11
  0.27732246E+03  0.56389811E-11
  0.28852879E+03  0.50880925E-11
  0.30018797E+03  0.45861999E-11
  0.31231828E+03  0.41302679E-11
  0.32493876E+03  0.37178822E-11
  0.33806922E+03  0.33449511E-11
  0.35173028E+03  0.30062591E-11
  0.36594337E+03  0.26994924E-11
  0.38073079E+03  0.24227558E-11
  0.39611576E+03  0.21729437E-11
  0.41212242E+03  0.19467974E-11
  0.42877589E+03  0.17429359E-11
  0.44610232E+03  0.15595939E-11
  0.46412888E+03  0.13942439E-11
  0.48288389E+03  0.12453263E-11
  0.50239677E+03  0.11117526E-11
  0.52269814E+03  0.99183479E-12
  0.54381988E+03  0.88414135E-12
  0.56579512E+03  0.78779366E-12
  0.58865836E+03  0.70150053E-12
  0.61244548E+03  0.62412781E-12
  0.63719382E+03  0.55503770E-12
  0.66294222E+03  0.49332501E-12
  0.68973108E+03  0.43822171E-12
  0.71760246E+03  0.38915036E-12
  0.74660009E+03  0.34533940E-12
  0.77676949E+03  0.30629763E-12
  0.80815800E+03  0.27158309E-12
  0.84081490E+03  0.24069524E-12
  0.87479142E+03  0.21327135E-12
  0.91014091E+03  0.18885765E-12
  0.94691884E+03  0.16714148E-12
  0.98518293E+03  0.14784694E-12
  0.10249932E+04  0.13070931E-12
  0.10664122E+04  0.11553094E-12
  0.11095049E+04  0.10208544E-12
  0.11543390E+04  0.90191989E-13
  0.12009847E+04  0.79644950E-13
  0.12495154E+04  0.70295693E-13
  0.13000071E+04  0.61989241E-13
  0.13525391E+04  0.54625867E-13
  0.14071939E+04  0.48106778E-13
  0.14640573E+04  0.42347558E-13
  0.15232185E+04  0.37256562E-13
  0.15847703E+04  0.32756046E-13
  0.16488093E+04  0.28773235E-13
  0.17154361E+04  0.25262896E-13
  0.17847553E+04  0.22171830E-13
  0.18568755E+04  0.19437405E-13
  0.19319101E+04  0.17022153E-13
  0.20099768E+04  0.14899628E-13
  0.20911980E+04  0.13037729E-13
  0.21757013E+04  0.11402484E-13
  0.22636193E+04  0.99621859E-14
  0.23550900E+04  0.86965787E-14
  0.24502570E+04  0.75901827E-14
  0.25492695E+04  0.66262429E-14
  0.26522831E+04  0.57738126E-14
  0.27594593E+04  0.50234321E-14
  0.28709664E+04  0.43779327E-14
  0.29869795E+04  0.38100693E-14
  0.31076805E+04  0.33108059E-14
  0.32332589E+04  0.28781101E-14
  0.33639118E+04  0.25034113E-14
  0.34998442E+04  0.21741183E-14
  0.36412696E+04  0.18862177E-14
  0.37884098E+04  0.16368817E-14
  0.39414959E+04  0.14194206E-14
  0.41007680E+04  0.12290541E-14
  0.42664761E+04  0.10640864E-14
  0.44388803E+04  0.92064853E-15
  0.46182512E+04  0.79794211E-15
  0.48048704E+04  0.68964588E-15
  0.49990306E+04  0.59669251E-15
  0.52010367E+04  0.51437016E-15
  0.54112056E+04  0.44456380E-15
  0.56298673E+04  0.38336798E-15
  0.58573648E+04  0.33080883E-15
  0.60940554E+04  0.28503819E-15
  0.63403103E+04  0.24571158E-15
  0.65965162E+04  0.21160195E-15
  0.68630752E+04  0.18220115E-15
  0.71404055E+04  0.15674493E-15
  0.74289425E+04  0.13465027E-15
  0.77291390E+04  0.11577795E-15
  0.80414661E+04  0.99494756E-16
  0.83664141E+04  0.85423924E-16
  0.87044929E+04  0.73339095E-16
  0.90562332E+04  0.62891299E-16
  0.94221869E+04  0.53913402E-16
  0.98029285E+04  0.46274304E-16
  0.10199056E+05  0.39601490E-16
  0.10611190E+05  0.33854119E-16
  0.11039978E+05  0.29067258E-16
  0.11486093E+05  0.24831263E-16
  0.11950235E+05  0.21203555E-16
  0.12433132E+05  0.18128419E-16
  0.12935543E+05  0.15477764E-16
  0.13458256E+05  0.13214636E-16
  0.14002092E+05  0.11279156E-16
  0.14567903E+05  0.96059454E-17
  0.15156578E+05  0.82101825E-17
  0.15769041E+05  0.69814940E-17
  0.16406253E+05  0.59633732E-17
  0.17069214E+05  0.50714891E-17
  0.17758964E+05  0.43103348E-17
  0.18476587E+05  0.36768732E-17
  0.19223208E+05  0.31247607E-17
  0.20000000E+05  0.26605778E-17
  Principal QN n  Azimuthal QN l
               3               1
 Electron Energy Probability dst
  0.10000000E+01  0.21697785E-06
  0.10404090E+01  0.21245876E-06
  0.10824510E+01  0.20785629E-06
  0.11261918E+01  0.20317323E-06
  0.11717001E+01  0.19841276E-06
  0.12190474E+01  0.19357841E-06
  0.12683080E+01  0.18867403E-06
  0.13195591E+01  0.18370371E-06
  0.13728812E+01  0.17867184E-06
  0.14283580E+01  0.17358310E-06
  0.14860766E+01  0.16844245E-06
  0.15461276E+01  0.16325568E-06
  0.16086051E+01  0.15802914E-06
  0.16736073E+01  0.15276941E-06
  0.17412362E+01  0.14748349E-06
  0.18115979E+01  0.14217962E-06
  0.18848028E+01  0.13686691E-06
  0.19609659E+01  0.13155447E-06
  0.20402067E+01  0.12625054E-06
  0.21226495E+01  0.12096319E-06
  0.22084237E+01  0.11570141E-06
  0.22976640E+01  0.11047465E-06
  0.23905104E+01  0.10529237E-06
  0.24871087E+01  0.10016397E-06
  0.25876104E+01  0.95098221E-07
  0.26921732E+01  0.90104606E-07
  0.28009614E+01  0.85194092E-07
  0.29141456E+01  0.80377075E-07
  0.30319034E+01  0.75663321E-07
  0.31544197E+01  0.71061929E-07
  0.32818868E+01  0.66580435E-07
  0.34145047E+01  0.62226309E-07
  0.35524816E+01  0.58007244E-07
  0.36960340E+01  0.53929122E-07
  0.38453872E+01  0.49998956E-07
  0.40007757E+01  0.46223374E-07
  0.41624432E+01  0.42607385E-07
  0.43306436E+01  0.39155955E-07
  0.45056407E+01  0.35871608E-07
  0.46877094E+01  0.32756946E-07
  0.48771352E+01  0.29813269E-07
  0.50742156E+01  0.27040547E-07
  0.52792599E+01  0.24438770E-07
  0.54925897E+01  0.22005773E-07
  0.57145400E+01  0.19740332E-07
  0.59454591E+01  0.17638945E-07
  0.61857095E+01  0.15698621E-07
  0.64356681E+01  0.13914228E-07
  0.66957273E+01  0.12281078E-07
  0.69662953E+01  0.10792696E-07
  0.72477966E+01  0.94434818E-08
  0.75406732E+01  0.82262789E-08
  0.78453846E+01  0.71340293E-08
  0.81624091E+01  0.61592467E-08
  0.84922443E+01  0.52943147E-08
  0.88354078E+01  0.45314431E-08
  0.91924382E+01  0.38629172E-08
  0.95638959E+01  0.32812656E-08
  0.99503638E+01  0.27786522E-08
  0.10352449E+02  0.23479047E-08
  0.10770781E+02  0.19818622E-08
  0.11206018E+02  0.16736357E-08
  0.11658843E+02  0.14168221E-08
  0.12129965E+02  0.12052414E-08
  0.12620126E+02  0.10331638E-08
  0.13130093E+02  0.89532346E-09
  0.13660667E+02  0.78679486E-09
  0.14212682E+02  0.70305849E-09
  0.14787003E+02  0.64004249E-09
  0.15384532E+02  0.59416654E-09
  0.16006206E+02  0.56220005E-09
  0.16653001E+02  0.54122568E-09
  0.17325933E+02  0.52875121E-09
  0.18026058E+02  0.52266039E-09
  0.18754474E+02  0.52107898E-09
  0.19512324E+02  0.52247244E-09
  0.20300798E+02  0.52556057E-09
  0.21121134E+02  0.52927514E-09
  0.21974619E+02  0.53279634E-09
  0.22862593E+02  0.53549851E-09
  0.23786448E+02  0.53688826E-09
  0.24747636E+02  0.53658522E-09
  0.25747664E+02  0.53445160E-09
  0.26788103E+02  0.53027601E-09
  0.27870585E+02  0.52414376E-09
  0.28996808E+02  0.51597596E-09
  0.30168542E+02  0.50597704E-09
  0.31387624E+02  0.49419957E-09
  0.32655968E+02  0.48082778E-09
  0.33975564E+02  0.46606801E-09
  0.35348484E+02  0.45002549E-09
  0.36776883E+02  0.43289493E-09
  0.38263002E+02  0.41493153E-09
  0.39809173E+02  0.39646556E-09
  0.41417824E+02  0.37776657E-09
  0.43091479E+02  0.35891934E-09
  0.44832764E+02  0.34000258E-09
  0.46644414E+02  0.32110956E-09
  0.48529270E+02  0.30235017E-09
  0.50490292E+02  0.28385323E-09
  0.52530556E+02  0.26576912E-09
  0.54653266E+02  0.24823656E-09
  0.56861752E+02  0.23132016E-09
  0.59159481E+02  0.21506796E-09
  0.61550060E+02  0.19952099E-09
  0.64037239E+02  0.18471087E-09
  0.66624923E+02  0.17065701E-09
  0.69317172E+02  0.15736318E-09
  0.72118213E+02  0.14481367E-09
  0.75032441E+02  0.13297197E-09
  0.78064431E+02  0.12183098E-09
  0.81218940E+02  0.11141350E-09
  0.84500920E+02  0.10173141E-09
  0.87915522E+02  0.92781216E-10
  0.91468104E+02  0.84540333E-10
  0.95164243E+02  0.76962689E-10
  0.99009740E+02  0.69973613E-10
  0.10301063E+03  0.63483923E-10
  0.10717319E+03  0.57476974E-10
  0.11150396E+03  0.51956602E-10
  0.11600973E+03  0.46915794E-10
  0.12069757E+03  0.42334098E-10
  0.12557484E+03  0.38174617E-10
  0.13064920E+03  0.34380756E-10
  0.13592861E+03  0.30903465E-10
  0.14142136E+03  0.27736837E-10
  0.14713606E+03  0.24873591E-10
  0.15308169E+03  0.22297319E-10
  0.15926757E+03  0.19980483E-10
  0.16570342E+03  0.17882573E-10
  0.17239934E+03  0.15972691E-10
  0.17936583E+03  0.14246103E-10
  0.18661383E+03  0.12695651E-10
  0.19415472E+03  0.11308140E-10
  0.20200033E+03  0.10063044E-10
  0.21016297E+03  0.89384115E-11
  0.21865546E+03  0.79280560E-11
  0.22749111E+03  0.70265140E-11
  0.23668381E+03  0.62243358E-11
  0.24624798E+03  0.55073378E-11
  0.25619863E+03  0.48632519E-11
  0.26655137E+03  0.42886414E-11
  0.27732246E+03  0.37789569E-11
  0.28852879E+03  0.33269367E-11
  0.30018797E+03  0.29236982E-11
  0.31231828E+03  0.25655131E-11
  0.32493876E+03  0.22494516E-11
  0.33806922E+03  0.19708368E-11
  0.35173028E+03  0.17238403E-11
  0.36594337E+03  0.15057427E-11
  0.38073079E+03  0.13143303E-11
  0.39611576E+03  0.11461958E-11
  0.41212242E+03  0.99783809E-12
  0.42877589E+03  0.86776521E-12
  0.44610232E+03  0.75419419E-12
  0.46412888E+03  0.65466558E-12
  0.48288389E+03  0.56761488E-12
  0.50239677E+03  0.49193031E-12
  0.52269814E+03  0.42599235E-12
  0.54381988E+03  0.36846263E-12
  0.56579512E+03  0.31856619E-12
  0.58865836E+03  0.27522555E-12
  0.61244548E+03  0.23750088E-12
  0.63719382E+03  0.20485858E-12
  0.66294222E+03  0.17658234E-12
  0.68973108E+03  0.15208589E-12
  0.71760246E+03  0.13096020E-12
  0.74660009E+03  0.11267738E-12
  0.77676949E+03  0.96888445E-13
  0.80815800E+03  0.83278759E-13
  0.84081490E+03  0.71516062E-13
  0.87479142E+03  0.61398233E-13
  0.91014091E+03  0.52684175E-13
  0.94691884E+03  0.45183484E-13
  0.98518293E+03  0.38709411E-13
  0.10249932E+04  0.33107000E-13
  0.10664122E+04  0.28300324E-13
  0.11095049E+04  0.24196912E-13
  0.11543390E+04  0.20694849E-13
  0.12009847E+04  0.17679616E-13
  0.12495154E+04  0.15087054E-13
  0.13000071E+04  0.12857781E-13
  0.13525391E+04  0.10949026E-13
  0.14071939E+04  0.93169182E-14
  0.14640573E+04  0.79239339E-14
  0.15232185E+04  0.67316547E-14
  0.15847703E+04  0.57127399E-14
  0.16488093E+04  0.48418433E-14
  0.17154361E+04  0.41000405E-14
  0.17847553E+04  0.34692958E-14
  0.18568755E+04  0.29330409E-14
  0.19319101E+04  0.24779419E-14
  0.20099768E+04  0.20919634E-14
  0.20911980E+04  0.17640279E-14
  0.21757013E+04  0.14862636E-14
  0.22636193E+04  0.12536245E-14
  0.23550900E+04  0.10563342E-14
  0.24502570E+04  0.88768951E-15
  0.25492695E+04  0.74631347E-15
  0.26522831E+04  0.62596636E-15
  0.27594593E+04  0.52425094E-15
  0.28709664E+04  0.44113538E-15
  0.29869795E+04  0.36999135E-15
  0.31076805E+04  0.30944630E-15
  0.32332589E+04  0.25937871E-15
  0.33639118E+04  0.21762543E-15
  0.34998442E+04  0.18178961E-15
  0.36412696E+04  0.15149763E-15
  0.37884098E+04  0.12668301E-15
  0.39414959E+04  0.10582957E-15
  0.41007680E+04  0.87971116E-16
  0.42664761E+04  0.73391520E-16
  0.44388803E+04  0.61138180E-16
  0.46182512E+04  0.50931382E-16
  0.48048704E+04  0.42577976E-16
  0.49990306E+04  0.35229051E-16
  0.52010367E+04  0.29270151E-16
  0.54112056E+04  0.24282286E-16
  0.56298673E+04  0.20171731E-16
  0.58573648E+04  0.16756654E-16
  0.60940554E+04  0.13831006E-16
  0.63403103E+04  0.11454048E-16
  0.65965162E+04  0.94842071E-17
  0.68630752E+04  0.78458023E-17
  0.71404055E+04  0.64928732E-17
  0.74289425E+04  0.53708120E-17
  0.77291390E+04  0.44295296E-17
  0.80414661E+04  0.36547255E-17
  0.83664141E+04  0.30075090E-17
  0.87044929E+04  0.24732216E-17
  0.90562332E+04  0.20377632E-17
  0.94221869E+04  0.16790912E-17
  0.98029285E+04  0.13823950E-17
  0.10199056E+05  0.11397993E-17
  0.10611190E+05  0.93222760E-18
  0.11039978E+05  0.76970504E-18
  0.11486093E+05  0.63029088E-18
  0.11950235E+05  0.51613365E-18
  0.12433132E+05  0.42342852E-18
  0.12935543E+05  0.34836754E-18
  0.13458256E+05  0.28559284E-18
  0.14002092E+05  0.23416152E-18
  0.14567903E+05  0.19163338E-18
  0.15156578E+05  0.15660954E-18
  0.15769041E+05  0.12755419E-18
  0.16406253E+05  0.10640974E-18
  0.17069214E+05  0.85630753E-19
  0.17758964E+05  0.70419370E-19
  0.18476587E+05  0.57748402E-19
  0.19223208E+05  0.47247129E-19
  0.20000000E+05  0.38653952E-19
