#  Principal QN n  Azimuthal QN l
#               1               0
# Electron Energy Probability dst
  0.19189633E+05  0.29841049E-14
  0.20065365E+05  0.25542210E-14
  0.20981061E+05  0.21821786E-14
  0.21938546E+05  0.18609040E-14
  0.22939727E+05  0.15853226E-14
  0.23986596E+05  0.13470522E-14
  0.25081241E+05  0.11424815E-14
  0.26225840E+05  0.96733008E-15
  0.27422674E+05  0.81762402E-15
  0.28674126E+05  0.68991622E-15
  0.29982690E+05  0.58140891E-15
  0.31350970E+05  0.48938341E-15
  0.32781693E+05  0.41085382E-15
  0.34277707E+05  0.34438209E-15
  0.35841994E+05  0.28818850E-15
  0.37477667E+05  0.24079812E-15
  0.39187986E+05  0.20089688E-15
  0.40976356E+05  0.16747130E-15
  0.42846340E+05  0.13939210E-15
  0.44801661E+05  0.11574361E-15
  0.46846215E+05  0.95966566E-16
  0.48984074E+05  0.79434058E-16
  0.51219495E+05  0.65675375E-16
  0.53556932E+05  0.54201359E-16
  0.56001038E+05  0.44808241E-16
  0.58556683E+05  0.36867903E-16
  0.61228957E+05  0.30300336E-16
  0.64023182E+05  0.24866735E-16
  0.66944923E+05  0.20377049E-16
  0.70000000E+05  0.16685228E-16
  Principal QN n  Azimuthal QN l
               3               0
 Electron Energy Probability dst
  0.10000000E+01  0.37456130E-11
  0.10456357E+01  0.37467808E-11
  0.10933540E+01  0.37479776E-11
  0.11432499E+01  0.37492028E-11
  0.11954229E+01  0.37504555E-11
  0.12499768E+01  0.37517345E-11
  0.13070204E+01  0.37530385E-11
  0.13666671E+01  0.37543661E-11
  0.14290359E+01  0.37557152E-11
  0.14942509E+01  0.37570838E-11
  0.15624421E+01  0.37584694E-11
  0.16337452E+01  0.37598693E-11
  0.17083022E+01  0.37612801E-11
  0.17862617E+01  0.37626985E-11
  0.18677790E+01  0.37641204E-11
  0.19530164E+01  0.37655415E-11
  0.20421436E+01  0.37669567E-11
  0.21353382E+01  0.37683609E-11
  0.22327858E+01  0.37697480E-11
  0.23346805E+01  0.37711118E-11
  0.24412252E+01  0.37724452E-11
  0.25526322E+01  0.37737409E-11
  0.26691232E+01  0.37749907E-11
  0.27909305E+01  0.37761862E-11
  0.29182965E+01  0.37773182E-11
  0.30514749E+01  0.37783772E-11
  0.31907310E+01  0.37793533E-11
  0.33363422E+01  0.37802359E-11
  0.34885984E+01  0.37810146E-11
  0.36478030E+01  0.37816786E-11
  0.38142729E+01  0.37822170E-11
  0.39883398E+01  0.37826193E-11
  0.41703504E+01  0.37828755E-11
  0.43606672E+01  0.37829762E-11
  0.45596692E+01  0.37829131E-11
  0.47677528E+01  0.37826799E-11
  0.49853324E+01  0.37822719E-11
  0.52128414E+01  0.37816878E-11
  0.54507329E+01  0.37809294E-11
  0.56994808E+01  0.37800034E-11
  0.59595804E+01  0.37789190E-11
  0.62315499E+01  0.37776703E-11
  0.65159309E+01  0.37762442E-11
  0.68132898E+01  0.37746278E-11
  0.71242189E+01  0.37728075E-11
  0.74493374E+01  0.37707700E-11
  0.77892930E+01  0.37685020E-11
  0.81447626E+01  0.37659906E-11
  0.85164544E+01  0.37632237E-11
  0.89051085E+01  0.37601900E-11
  0.93114992E+01  0.37568799E-11
  0.97364357E+01  0.37532859E-11
  0.10180765E+02  0.37494031E-11
  0.10645371E+02  0.37452300E-11
  0.11131179E+02  0.37407695E-11
  0.11639158E+02  0.37360262E-11
  0.12170319E+02  0.37309924E-11
  0.12725720E+02  0.37256576E-11
  0.13306467E+02  0.37200124E-11
  0.13913716E+02  0.37140490E-11
  0.14548678E+02  0.37077618E-11
  0.15212617E+02  0.37011473E-11
  0.15906855E+02  0.36942060E-11
  0.16632775E+02  0.36869419E-11
  0.17391823E+02  0.36793644E-11
  0.18185510E+02  0.36714889E-11
  0.19015418E+02  0.36633313E-11
  0.19883200E+02  0.36548879E-11
  0.20790583E+02  0.36461499E-11
  0.21739375E+02  0.36371084E-11
  0.22731466E+02  0.36277537E-11
  0.23768832E+02  0.36180752E-11
  0.24853539E+02  0.36080617E-11
  0.25987747E+02  0.35977009E-11
  0.27173715E+02  0.35869794E-11
  0.28413806E+02  0.35758874E-11
  0.29710489E+02  0.35644164E-11
  0.31066348E+02  0.35525584E-11
  0.32484081E+02  0.35403051E-11
  0.33966514E+02  0.35276486E-11
  0.35516599E+02  0.35145808E-11
  0.37137423E+02  0.35010938E-11
  0.38832214E+02  0.34871793E-11
  0.40604349E+02  0.34728278E-11
  0.42457356E+02  0.34580292E-11
  0.44394926E+02  0.34427727E-11
  0.46420918E+02  0.34270463E-11
  0.48539368E+02  0.34108367E-11
  0.50754495E+02  0.33941291E-11
  0.53070711E+02  0.33769074E-11
  0.55492628E+02  0.33591532E-11
  0.58025072E+02  0.33408455E-11
  0.60673085E+02  0.33219594E-11
  0.63441942E+02  0.33024659E-11
  0.66337158E+02  0.32823406E-11
  0.69364499E+02  0.32615668E-11
  0.72529995E+02  0.32401273E-11
  0.75839950E+02  0.32180033E-11
  0.79300958E+02  0.31951741E-11
  0.82919910E+02  0.31716192E-11
  0.86704016E+02  0.31473211E-11
  0.90660813E+02  0.31222609E-11
  0.94798180E+02  0.30964184E-11
  0.99124359E+02  0.30697740E-11
  0.10364797E+03  0.30423169E-11
  0.10837801E+03  0.30140393E-11
  0.11332391E+03  0.29849348E-11
  0.11849553E+03  0.29549965E-11
  0.12390315E+03  0.29242111E-11
  0.12955756E+03  0.28925616E-11
  0.13547000E+03  0.28600287E-11
  0.14165227E+03  0.28265983E-11
  0.14811666E+03  0.27922846E-11
  0.15487607E+03  0.27571144E-11
  0.16194394E+03  0.27211139E-11
  0.16933436E+03  0.26842541E-11
  0.17706205E+03  0.26464695E-11
  0.18514240E+03  0.26076797E-11
  0.19359150E+03  0.25678608E-11
  0.20242617E+03  0.25270487E-11
  0.21166403E+03  0.24852918E-11
  0.22132346E+03  0.24426361E-11
  0.23142371E+03  0.23991208E-11
  0.24198488E+03  0.23547834E-11
  0.25302803E+03  0.23096154E-11
  0.26457513E+03  0.22635789E-11
  0.27664920E+03  0.22166574E-11
  0.28927427E+03  0.21689222E-11
  0.30247550E+03  0.21204697E-11
  0.31627917E+03  0.20713549E-11
  0.33071278E+03  0.20215859E-11
  0.34580508E+03  0.19711889E-11
  0.36158613E+03  0.19202272E-11
  0.37808736E+03  0.18687745E-11
  0.39534163E+03  0.18169208E-11
  0.41338331E+03  0.17647435E-11
  0.43224834E+03  0.17122219E-11
  0.45197428E+03  0.16593309E-11
  0.47260044E+03  0.16062554E-11
  0.49416788E+03  0.15532187E-11
  0.51671956E+03  0.15002088E-11
  0.54030041E+03  0.14471886E-11
  0.56495738E+03  0.13943035E-11
  0.59073959E+03  0.13416708E-11
  0.61769839E+03  0.12893073E-11
  0.64588748E+03  0.12373844E-11
  0.67536299E+03  0.11861357E-11
  0.70618363E+03  0.11353601E-11
  0.73841080E+03  0.10850765E-11
  0.77210867E+03  0.10358325E-11
  0.80734438E+03  0.98760509E-12
  0.84418808E+03  0.94018493E-12
  0.88271317E+03  0.89364190E-12
  0.92299639E+03  0.84821442E-12
  0.96511795E+03  0.80402285E-12
  0.10091618E+04  0.76098358E-12
  0.10552155E+04  0.71910149E-12
  0.11033710E+04  0.67852799E-12
  0.11537241E+04  0.63934250E-12
  0.12063751E+04  0.60147811E-12
  0.12614288E+04  0.56493216E-12
  0.13189950E+04  0.52986015E-12
  0.13791882E+04  0.49622396E-12
  0.14421284E+04  0.46401447E-12
  0.15079409E+04  0.43319211E-12
  0.15767568E+04  0.40379512E-12
  0.16487131E+04  0.37585920E-12
  0.17239533E+04  0.34931631E-12
  0.18026270E+04  0.32416344E-12
  0.18848911E+04  0.30035547E-12
  0.19709094E+04  0.27787829E-12
  0.20608532E+04  0.25671051E-12
  0.21549016E+04  0.23680171E-12
  0.22532420E+04  0.21811594E-12
  0.23560703E+04  0.20061209E-12
  0.24635911E+04  0.18424599E-12
  0.25760188E+04  0.16896543E-12
  0.26935771E+04  0.15473532E-12
  0.28165003E+04  0.14149186E-12
  0.29450332E+04  0.12920907E-12
  0.30794318E+04  0.11782321E-12
  0.32199637E+04  0.10729571E-12
  0.33669090E+04  0.97577383E-13
  0.35205601E+04  0.88602767E-13
  0.36812233E+04  0.80359273E-13
  0.38492184E+04  0.72778631E-13
  0.40248800E+04  0.65830147E-13
  0.42085582E+04  0.59466928E-13
  0.44006186E+04  0.53646856E-13
  0.46014438E+04  0.48335419E-13
  0.48114338E+04  0.43492792E-13
  0.50310068E+04  0.39088364E-13
  0.52606002E+04  0.35086494E-13
  0.55006712E+04  0.31455203E-13
  0.57516981E+04  0.28167291E-13
  0.60141807E+04  0.25185223E-13
  0.62886419E+04  0.22497303E-13
  0.65756283E+04  0.20070958E-13
  0.68757115E+04  0.17885937E-13
  0.71894893E+04  0.15919510E-13
  0.75175865E+04  0.14151516E-13
  0.78606566E+04  0.12564284E-13
  0.82193830E+04  0.11142582E-13
  0.85944801E+04  0.98695984E-14
  0.89866950E+04  0.87320309E-14
  0.93968089E+04  0.77170117E-14
  0.98256386E+04  0.68117649E-14
  0.10274038E+05  0.60052806E-14
  0.10742901E+05  0.52882514E-14
  0.11233160E+05  0.46516106E-14
  0.11745793E+05  0.40870852E-14
  0.12281820E+05  0.35872476E-14
  0.12842310E+05  0.31448722E-14
  0.13428377E+05  0.27542275E-14
  0.14041190E+05  0.24095399E-14
  0.14681969E+05  0.21055783E-14
  0.15351991E+05  0.18380687E-14
  0.16052589E+05  0.16031448E-14
  0.16785160E+05  0.13966251E-14
  0.17551162E+05  0.12157128E-14
  0.18352121E+05  0.10569909E-14
  0.19189633E+05  0.91812202E-15
  0.20065365E+05  0.79673590E-15
  0.20981061E+05  0.69074384E-15
  0.21938546E+05  0.59813253E-15
  0.22939727E+05  0.51760764E-15
  0.23986596E+05  0.44746488E-15
  0.25081241E+05  0.38639790E-15
  0.26225840E+05  0.33330521E-15
  0.27422674E+05  0.28728170E-15
  0.28674126E+05  0.24735259E-15
  0.29982690E+05  0.21274108E-15
  0.31350970E+05  0.18277845E-15
  0.32781693E+05  0.15692920E-15
  0.34277707E+05  0.13457204E-15
  0.35841994E+05  0.11530604E-15
  0.37477667E+05  0.98674697E-16
  0.39187986E+05  0.84414850E-16
  0.40976356E+05  0.72084379E-16
  0.42846340E+05  0.61544754E-16
  0.44801661E+05  0.52481795E-16
  0.46846215E+05  0.44708258E-16
  0.48984074E+05  0.38043257E-16
  0.51219495E+05  0.32341911E-16
  0.53556932E+05  0.27478089E-16
  0.56001038E+05  0.23310785E-16
  0.58556683E+05  0.19755867E-16
  0.61228957E+05  0.16731314E-16
  0.64023182E+05  0.14150987E-16
  0.66944923E+05  0.11960711E-16
  0.70000000E+05  0.10093821E-16
  Principal QN n  Azimuthal QN l
               3               1
 Electron Energy Probability dst
  0.10000000E+01  0.19317961E-10
  0.10456357E+01  0.19411906E-10
  0.10933540E+01  0.19508501E-10
  0.11432499E+01  0.19607731E-10
  0.11954229E+01  0.19709572E-10
  0.12499768E+01  0.19813988E-10
  0.13070204E+01  0.19920930E-10
  0.13666671E+01  0.20030335E-10
  0.14290359E+01  0.20142125E-10
  0.14942509E+01  0.20256206E-10
  0.15624421E+01  0.20372466E-10
  0.16337452E+01  0.20490775E-10
  0.17083022E+01  0.20610983E-10
  0.17862617E+01  0.20732917E-10
  0.18677790E+01  0.20856386E-10
  0.19530164E+01  0.20981174E-10
  0.20421436E+01  0.21107039E-10
  0.21353382E+01  0.21233719E-10
  0.22327858E+01  0.21360925E-10
  0.23346805E+01  0.21488344E-10
  0.24412252E+01  0.21615641E-10
  0.25526322E+01  0.21742457E-10
  0.26691232E+01  0.21868412E-10
  0.27909305E+01  0.21993110E-10
  0.29182965E+01  0.22116140E-10
  0.30514749E+01  0.22237083E-10
  0.31907310E+01  0.22355519E-10
  0.33363422E+01  0.22471031E-10
  0.34885984E+01  0.22583224E-10
  0.36478030E+01  0.22691732E-10
  0.38142729E+01  0.22796235E-10
  0.39883398E+01  0.22896483E-10
  0.41703504E+01  0.22992316E-10
  0.43606672E+01  0.23083698E-10
  0.45596692E+01  0.23170748E-10
  0.47677528E+01  0.23253780E-10
  0.49853324E+01  0.23332998E-10
  0.52128414E+01  0.23408228E-10
  0.54507329E+01  0.23479339E-10
  0.56994808E+01  0.23546310E-10
  0.59595804E+01  0.23609193E-10
  0.62315499E+01  0.23667777E-10
  0.65159309E+01  0.23721763E-10
  0.68132898E+01  0.23770908E-10
  0.71242189E+01  0.23815049E-10
  0.74493374E+01  0.23854127E-10
  0.77892930E+01  0.23888217E-10
  0.81447626E+01  0.23917564E-10
  0.85164544E+01  0.23942624E-10
  0.89051085E+01  0.23963817E-10
  0.93114992E+01  0.23981030E-10
  0.97364357E+01  0.23994111E-10
  0.10180765E+02  0.24002974E-10
  0.10645371E+02  0.24007619E-10
  0.11131179E+02  0.24008157E-10
  0.11639158E+02  0.24004775E-10
  0.12170319E+02  0.23997553E-10
  0.12725720E+02  0.23986609E-10
  0.13306467E+02  0.23972188E-10
  0.13913716E+02  0.23954689E-10
  0.14548678E+02  0.23934638E-10
  0.15212617E+02  0.23912198E-10
  0.15906855E+02  0.23887314E-10
  0.16632775E+02  0.23859956E-10
  0.17391823E+02  0.23830134E-10
  0.18185510E+02  0.23797902E-10
  0.19015418E+02  0.23763340E-10
  0.19883200E+02  0.23726459E-10
  0.20790583E+02  0.23687283E-10
  0.21739375E+02  0.23645866E-10
  0.22731466E+02  0.23602179E-10
  0.23768832E+02  0.23556136E-10
  0.24853539E+02  0.23507655E-10
  0.25987747E+02  0.23456660E-10
  0.27173715E+02  0.23403086E-10
  0.28413806E+02  0.23346881E-10
  0.29710489E+02  0.23287999E-10
  0.31066348E+02  0.23226332E-10
  0.32484081E+02  0.23161745E-10
  0.33966514E+02  0.23094096E-10
  0.35516599E+02  0.23023235E-10
  0.37137423E+02  0.22949006E-10
  0.38832214E+02  0.22871243E-10
  0.40604349E+02  0.22789770E-10
  0.42457356E+02  0.22704409E-10
  0.44394926E+02  0.22614969E-10
  0.46420918E+02  0.22521253E-10
  0.48539368E+02  0.22423053E-10
  0.50754495E+02  0.22320157E-10
  0.53070711E+02  0.22212364E-10
  0.55492628E+02  0.22099483E-10
  0.58025072E+02  0.21981322E-10
  0.60673085E+02  0.21857693E-10
  0.63441942E+02  0.21728411E-10
  0.66337158E+02  0.21593285E-10
  0.69364499E+02  0.21452129E-10
  0.72529995E+02  0.21304767E-10
  0.75839950E+02  0.21151039E-10
  0.79300958E+02  0.20990826E-10
  0.82919910E+02  0.20824046E-10
  0.86704016E+02  0.20650642E-10
  0.90660813E+02  0.20470599E-10
  0.94798180E+02  0.20283910E-10
  0.99124359E+02  0.20090486E-10
  0.10364797E+03  0.19890237E-10
  0.10837801E+03  0.19683100E-10
  0.11332391E+03  0.19469050E-10
  0.11849553E+03  0.19248101E-10
  0.12390315E+03  0.19020267E-10
  0.12955756E+03  0.18785604E-10
  0.13547000E+03  0.18544235E-10
  0.14165227E+03  0.18296338E-10
  0.14811666E+03  0.18042030E-10
  0.15487607E+03  0.17781140E-10
  0.16194394E+03  0.17513392E-10
  0.16933436E+03  0.17238657E-10
  0.17706205E+03  0.16957336E-10
  0.18514240E+03  0.16670064E-10
  0.19359150E+03  0.16377160E-10
  0.20242617E+03  0.16078339E-10
  0.21166403E+03  0.15773214E-10
  0.22132346E+03  0.15461993E-10
  0.23142371E+03  0.15145385E-10
  0.24198488E+03  0.14824012E-10
  0.25302803E+03  0.14497713E-10
  0.26457513E+03  0.14166108E-10
  0.27664920E+03  0.13829500E-10
  0.28927427E+03  0.13488670E-10
  0.30247550E+03  0.13144111E-10
  0.31627917E+03  0.12795971E-10
  0.33071278E+03  0.12444404E-10
  0.34580508E+03  0.12089729E-10
  0.36158613E+03  0.11732295E-10
  0.37808736E+03  0.11372465E-10
  0.39534163E+03  0.11010859E-10
  0.41338331E+03  0.10648286E-10
  0.43224834E+03  0.10285027E-10
  0.45197428E+03  0.99209693E-11
  0.47260044E+03  0.95571605E-11
  0.49416788E+03  0.91948952E-11
  0.51671956E+03  0.88343036E-11
  0.54030041E+03  0.84755384E-11
  0.56495738E+03  0.81192417E-11
  0.59073959E+03  0.77662060E-11
  0.61769839E+03  0.74173494E-11
  0.64588748E+03  0.70734184E-11
  0.67536299E+03  0.67348530E-11
  0.70618363E+03  0.64021812E-11
  0.73841080E+03  0.60760738E-11
  0.77210867E+03  0.57570100E-11
  0.80734438E+03  0.54456249E-11
  0.84418808E+03  0.51425162E-11
  0.88271317E+03  0.48479330E-11
  0.92299639E+03  0.45621420E-11
  0.96511795E+03  0.42857651E-11
  0.10091618E+04  0.40191867E-11
  0.10552155E+04  0.37624418E-11
  0.11033710E+04  0.35157904E-11
  0.11537241E+04  0.32793928E-11
  0.12063751E+04  0.30533248E-11
  0.12614288E+04  0.28376424E-11
  0.13189950E+04  0.26324115E-11
  0.13791882E+04  0.24374820E-11
  0.14421284E+04  0.22528019E-11
  0.15079409E+04  0.20782559E-11
  0.15767568E+04  0.19136652E-11
  0.16487131E+04  0.17588370E-11
  0.17239533E+04  0.16135116E-11
  0.18026270E+04  0.14774343E-11
  0.18848911E+04  0.13504111E-11
  0.19709094E+04  0.12313510E-11
  0.20608532E+04  0.11220879E-11
  0.21549016E+04  0.10192704E-11
  0.22532420E+04  0.92472235E-12
  0.23560703E+04  0.83729566E-12
  0.24635911E+04  0.75672286E-12
  0.25760188E+04  0.68263510E-12
  0.26935771E+04  0.61466625E-12
  0.28165003E+04  0.55243631E-12
  0.29450332E+04  0.49558628E-12
  0.30794318E+04  0.44377658E-12
  0.32199637E+04  0.39666685E-12
  0.33669090E+04  0.35390201E-12
  0.35205601E+04  0.31519585E-12
  0.36812233E+04  0.28020510E-12
  0.38492184E+04  0.24865583E-12
  0.40248800E+04  0.22027589E-12
  0.42085582E+04  0.19479053E-12
  0.44006186E+04  0.17195676E-12
  0.46014438E+04  0.15153962E-12
  0.48114338E+04  0.13331414E-12
  0.50310068E+04  0.11708537E-12
  0.52606002E+04  0.10265251E-12
  0.55006712E+04  0.89851468E-13
  0.57516981E+04  0.78514678E-13
  0.60141807E+04  0.68492469E-13
  0.62886419E+04  0.59651763E-13
  0.65756283E+04  0.51864766E-13
  0.68757115E+04  0.45019787E-13
  0.71894893E+04  0.39013378E-13
  0.75175865E+04  0.33753917E-13
  0.78606566E+04  0.29155392E-13
  0.82193830E+04  0.25141723E-13
  0.85944801E+04  0.21646225E-13
  0.89866950E+04  0.18606337E-13
  0.93968089E+04  0.15968848E-13
  0.98256386E+04  0.13683878E-13
  0.10274038E+05  0.11707237E-13
  0.10742901E+05  0.10001418E-13
  0.11233160E+05  0.85316556E-14
  0.11745793E+05  0.72660700E-14
  0.12281820E+05  0.61811727E-14
  0.12842310E+05  0.52497721E-14
  0.13428377E+05  0.44520997E-14
  0.14041190E+05  0.37707361E-14
  0.14681969E+05  0.31894547E-14
  0.15351991E+05  0.26943455E-14
  0.16052589E+05  0.22728761E-14
  0.16785160E+05  0.19153609E-14
  0.17551162E+05  0.16114373E-14
  0.18352121E+05  0.13543358E-14
  0.19189633E+05  0.11370344E-14
  0.20065365E+05  0.95313131E-15
  0.20981061E+05  0.79827068E-15
  0.21938546E+05  0.66767928E-15
  0.22939727E+05  0.55801532E-15
  0.23986596E+05  0.46554433E-15
  0.25081241E+05  0.38788129E-15
  0.26225840E+05  0.32287578E-15
  0.27422674E+05  0.26844237E-15
  0.28674126E+05  0.22293355E-15
  0.29982690E+05  0.18490656E-15
  0.31350970E+05  0.15330103E-15
  0.32781693E+05  0.12689314E-15
  0.34277707E+05  0.10487774E-15
  0.35841994E+05  0.86614279E-16
  0.37477667E+05  0.71432528E-16
  0.39187986E+05  0.58864578E-16
  0.40976356E+05  0.48490650E-16
  0.42846340E+05  0.39905294E-16
  0.44801661E+05  0.32768847E-16
  0.46846215E+05  0.26888422E-16
  0.48984074E+05  0.22050016E-16
  0.51219495E+05  0.18039060E-16
  0.53556932E+05  0.14741545E-16
  0.56001038E+05  0.12077861E-16
  0.58556683E+05  0.98591360E-17
  0.61228957E+05  0.80278305E-17
  0.64023182E+05  0.65460964E-17
  0.66944923E+05  0.53286265E-17
  0.70000000E+05  0.43262830E-17
  Principal QN n  Azimuthal QN l
               3               2
 Electron Energy Probability dst
  0.10000000E+01  0.68757561E-11
  0.10456357E+01  0.69507445E-11
  0.10933540E+01  0.70335158E-11
  0.11432499E+01  0.71247741E-11
  0.11954229E+01  0.72252795E-11
  0.12499768E+01  0.73358522E-11
  0.13070204E+01  0.74573761E-11
  0.13666671E+01  0.75908025E-11
  0.14290359E+01  0.77371539E-11
  0.14942509E+01  0.78975281E-11
  0.15624421E+01  0.80731015E-11
  0.16337452E+01  0.82651332E-11
  0.17083022E+01  0.84749678E-11
  0.17862617E+01  0.87040391E-11
  0.18677790E+01  0.89538723E-11
  0.19530164E+01  0.92260861E-11
  0.20421436E+01  0.95223942E-11
  0.21353382E+01  0.98446053E-11
  0.22327858E+01  0.10194623E-10
  0.23346805E+01  0.10574441E-10
  0.24412252E+01  0.10986143E-10
  0.25526322E+01  0.11431892E-10
  0.26691232E+01  0.11913923E-10
  0.27909305E+01  0.12434532E-10
  0.29182965E+01  0.12996055E-10
  0.30514749E+01  0.13600851E-10
  0.31907310E+01  0.14251274E-10
  0.33363422E+01  0.14949638E-10
  0.34885984E+01  0.15698176E-10
  0.36478030E+01  0.16498992E-10
  0.38142729E+01  0.17353993E-10
  0.39883398E+01  0.18264821E-10
  0.41703504E+01  0.19232760E-10
  0.43606672E+01  0.20258628E-10
  0.45596692E+01  0.21342649E-10
  0.47677528E+01  0.22484759E-10
  0.49853324E+01  0.23711475E-10
  0.52128414E+01  0.25100222E-10
  0.54507329E+01  0.26752843E-10
  0.56994808E+01  0.28796759E-10
  0.59595804E+01  0.31389825E-10
  0.62315499E+01  0.34725997E-10
  0.65159309E+01  0.39041950E-10
  0.68132898E+01  0.44624775E-10
  0.71242189E+01  0.51820951E-10
  0.74493374E+01  0.61046756E-10
  0.77892930E+01  0.72800371E-10
  0.81447626E+01  0.87675919E-10
  0.85164544E+01  0.10637894E-09
  0.89051085E+01  0.12951026E-09
  0.93114992E+01  0.15716378E-09
  0.97364357E+01  0.18927306E-09
  0.10180765E+02  0.22565772E-09
  0.10645371E+02  0.26599569E-09
  0.11131179E+02  0.30979020E-09
  0.11639158E+02  0.35633097E-09
  0.12170319E+02  0.40464830E-09
  0.12725720E+02  0.45345915E-09
  0.13306467E+02  0.50110382E-09
  0.13913716E+02  0.54547174E-09
  0.14548678E+02  0.58411532E-09
  0.15212617E+02  0.61585301E-09
  0.15906855E+02  0.64034386E-09
  0.16632775E+02  0.65734984E-09
  0.17391823E+02  0.66676026E-09
  0.18185510E+02  0.66862904E-09
  0.19015418E+02  0.66321931E-09
  0.19883200E+02  0.65105647E-09
  0.20790583E+02  0.63299128E-09
  0.21739375E+02  0.61019987E-09
  0.22731466E+02  0.58351001E-09
  0.23768832E+02  0.55357633E-09
  0.24853539E+02  0.52131168E-09
  0.25987747E+02  0.48794865E-09
  0.27173715E+02  0.45510580E-09
  0.28413806E+02  0.42486537E-09
  0.29710489E+02  0.39946965E-09
  0.31066348E+02  0.37935064E-09
  0.32484081E+02  0.36405037E-09
  0.33966514E+02  0.35283761E-09
  0.35516599E+02  0.34464599E-09
  0.37137423E+02  0.33800007E-09
  0.38832214E+02  0.33100143E-09
  0.40604349E+02  0.32268298E-09
  0.42457356E+02  0.31326525E-09
  0.44394926E+02  0.30311447E-09
  0.46420918E+02  0.29272172E-09
  0.48539368E+02  0.28272864E-09
  0.50754495E+02  0.27392781E-09
  0.53070711E+02  0.26667060E-09
  0.55492628E+02  0.26072568E-09
  0.58025072E+02  0.25572731E-09
  0.60673085E+02  0.25117040E-09
  0.63441942E+02  0.24650925E-09
  0.66337158E+02  0.24166051E-09
  0.69364499E+02  0.23670998E-09
  0.72529995E+02  0.23176934E-09
  0.75839950E+02  0.22697424E-09
  0.79300958E+02  0.22237516E-09
  0.82919910E+02  0.21792753E-09
  0.86704016E+02  0.21356349E-09
  0.90660813E+02  0.20918955E-09
  0.94798180E+02  0.20471997E-09
  0.99124359E+02  0.20016235E-09
  0.10364797E+03  0.19554902E-09
  0.10837801E+03  0.19091809E-09
  0.11332391E+03  0.18628271E-09
  0.11849553E+03  0.18163419E-09
  0.12390315E+03  0.17695845E-09
  0.12955756E+03  0.17224728E-09
  0.13547000E+03  0.16750758E-09
  0.14165227E+03  0.16274798E-09
  0.14811666E+03  0.15797624E-09
  0.15487607E+03  0.15319625E-09
  0.16194394E+03  0.14840953E-09
  0.16933436E+03  0.14361775E-09
  0.17706205E+03  0.13882955E-09
  0.18514240E+03  0.13405542E-09
  0.19359150E+03  0.12930436E-09
  0.20242617E+03  0.12458239E-09
  0.21166403E+03  0.11989404E-09
  0.22132346E+03  0.11524576E-09
  0.23142371E+03  0.11064440E-09
  0.24198488E+03  0.10609596E-09
  0.25302803E+03  0.10160729E-09
  0.26457513E+03  0.97184073E-10
  0.27664920E+03  0.92832073E-10
  0.28927427E+03  0.88555712E-10
  0.30247550E+03  0.84359732E-10
  0.31627917E+03  0.80248181E-10
  0.33071278E+03  0.76224472E-10
  0.34580508E+03  0.72292557E-10
  0.36158613E+03  0.68455419E-10
  0.37808736E+03  0.64715253E-10
  0.39534163E+03  0.61075407E-10
  0.41338331E+03  0.57540404E-10
  0.43224834E+03  0.54113880E-10
  0.45197428E+03  0.50798687E-10
  0.47260044E+03  0.47597633E-10
  0.49416788E+03  0.44512791E-10
  0.51671956E+03  0.41546271E-10
  0.54030041E+03  0.38699759E-10
  0.56495738E+03  0.35975154E-10
  0.59073959E+03  0.33374376E-10
  0.61769839E+03  0.30897433E-10
  0.64588748E+03  0.28542154E-10
  0.67536299E+03  0.26311793E-10
  0.70618363E+03  0.24206140E-10
  0.73841080E+03  0.22217655E-10
  0.77210867E+03  0.20348714E-10
  0.80734438E+03  0.18597517E-10
  0.84418808E+03  0.16958227E-10
  0.88271317E+03  0.15428922E-10
  0.92299639E+03  0.14006084E-10
  0.96511795E+03  0.12686703E-10
  0.10091618E+04  0.11465838E-10
  0.10552155E+04  0.10338247E-10
  0.11033710E+04  0.93007366E-11
  0.11537241E+04  0.83482937E-11
  0.12063751E+04  0.74761429E-11
  0.12614288E+04  0.66796619E-11
  0.13189950E+04  0.59543578E-11
  0.13791882E+04  0.52956006E-11
  0.14421284E+04  0.46988706E-11
  0.15079409E+04  0.41597362E-11
  0.15767568E+04  0.36738948E-11
  0.16487131E+04  0.32374167E-11
  0.17239533E+04  0.28462624E-11
  0.18026270E+04  0.24964912E-11
  0.18848911E+04  0.21848781E-11
  0.19709094E+04  0.19067497E-11
  0.20608532E+04  0.16625893E-11
  0.21549016E+04  0.14443276E-11
  0.22532420E+04  0.12527166E-11
  0.23560703E+04  0.10840073E-11
  0.24635911E+04  0.93597676E-12
  0.25760188E+04  0.80641874E-12
  0.26935771E+04  0.69346620E-12
  0.28165003E+04  0.59494938E-12
  0.29450332E+04  0.50936415E-12
  0.30794318E+04  0.43520102E-12
  0.32199637E+04  0.37109636E-12
  0.33669090E+04  0.31580293E-12
  0.35205601E+04  0.26830636E-12
  0.36812233E+04  0.22742332E-12
  0.38492184E+04  0.19239558E-12
  0.40248800E+04  0.16244859E-12
  0.42085582E+04  0.13689318E-12
  0.44006186E+04  0.11523723E-12
  0.46014438E+04  0.96739317E-13
  0.48114338E+04  0.81056831E-13
  0.50310068E+04  0.67787955E-13
  0.52606002E+04  0.56581024E-13
  0.55006712E+04  0.47144249E-13
  0.57516981E+04  0.39230700E-13
  0.60141807E+04  0.32582131E-13
  0.62886419E+04  0.26987165E-13
