6.2842841513828915, 1.2589254117941712e-31
7.346581000489126, 3.981071705534986e-32
8.896615189915153, 1.4125375446227612e-32
10.668436466007774, 6.309573444801994e-33
13.011911035248968, 3.5481338923357895e-33
16.457958731521558, 1.678804018122566e-33
19.89483355467114, 9.440608762859265e-34
25.812002911763226, 6.309573444801994e-34
35.99163288627356, 3.5481338923357893e-34
37.37468313574688, 2.1134890398366607e-34
42.47181055712103, 1e-34
50.556740904463076, 2.9853826189179694e-35
64.60577161666143, 1e-35
80.23437336811028, 5.308844442309901e-36
104.26058443347858, 2.3713737056616554e-36
137.8906706079849, 1.1220184543019562e-36
216.2622017286609, 4.216965034285823e-37
315.382222484678, 2.2387211385683468e-37
360.9617972165203, 1.6788040181225658e-37
447.7812367159072, 1.1885022274370068e-37
