1000.6677339915907, 8.413951416451896e-39
866.9309266441138, 1.1220184543019561e-38
730.245672940703, 1.8836490894897944e-38
587.7410797886515, 3.9810717055349854e-38
452.29975925970933, 8.912509381337368e-38
402.1244363018086, 1.3335214321633241e-37
351.1120515612662, 2.1134890398366605e-37
282.6569640027551, 4.216965034285823e-37
239.9582350372746, 9.440608762859264e-37
209.00421216956417, 2.8183829312644724e-36
192.0141938638801, 8.912509381337514e-36
173.12990591741718, 3.548133892335731e-35
166.6860383623177, 6.309573444801892e-35
150.8638794339899, 9.440608762859264e-35
115.06668788381964, 2.1134890398366607e-34
95.14620547375185, 4.216965034285822e-34
77.90579566344991, 1.0592537251772855e-33
64.93816315762113, 2.6607250597988357e-33
52.195812084928434, 7.943282347242789e-33
46.343451146090224, 1.6788040181225658e-32
44.15310400603049, 4.466835921509653e-32
40.185536190801365, 1.5848931924611239e-31
