5.165851	-4.668793
5.120645	-5.223804
5.083217	-5.834599
5.037060	-6.439231
4.999632	-6.845166
4.954425	-7.275641
4.930396	-7.672387
4.886141	-7.978758
4.863148	-8.262100
4.817941	-8.608038
4.795814	-8.809870
4.765992	-9.051270
4.718019	-9.402178
4.663391	-9.679685
4.624927	-9.900759
4.587413	-10.074917
4.542293	-10.281614
4.496135	-10.504959
4.413501	-10.741385
4.347117	-10.951651
4.263533	-11.187319
4.180812	-11.386773
4.094461	-11.609037
4.036634	-11.741250
4.006900	-11.819302
3.983822	-11.959948
3.961694	-12.204048
3.961694	-12.880571
3.935849	-13.321099
3.934898	-13.428772
3.896520	-13.532121
3.850449	-13.582498
3.766778	-13.631685
3.678612	-13.660550
3.391208	-13.679792
3.161458	-13.684116
2.790555	-13.685306
2.299678	-13.685306
2.008644	-13.685306
