4.567792	-4.482203
4.520770	-5.223697
4.502013	-5.576226
4.478934	-5.875246
4.455942	-6.170806
4.431912	-6.669820
4.409784	-6.978785
4.369505	-7.502770
4.330175	-7.936704
4.289896	-8.377666
4.273646	-8.630956
4.197754	-9.303263
4.171909	-9.549634
4.116243	-10.068971
4.093251	-10.427232
4.071123	-10.714684
4.054787	-11.117483
4.054787	-11.494987
4.054787	-11.895192
4.048044	-12.314532
4.033609	-12.523607
3.996096	-12.592470
3.958582	-12.647820
3.874997	-12.695819
3.794437	-12.725764
3.639542	-12.725764
3.007340	-12.764250
2.580426	-12.763061
2.000173	-12.763061
