# Based on analytic model with room temp parameters in Gervais and Piriou. Columns are omega [eV], eps1, eps2
2.999999999999999542e-02 5.295482646151535633e+00 1.944024723907933697e-02
3.019095162903691690e-02 5.312189777911339839e+00 1.997994049128965291e-02
3.038311867556156218e-02 5.329402293283101777e+00 2.054386485619473166e-02
3.057650887577224863e-02 5.347143025075355105e+00 2.113354057370942993e-02
3.077113001510859910e-02 5.365436249401473567e+00 2.175061132341546410e-02
3.096698992856499605e-02 5.384307804233035455e+00 2.239685659881781796e-02
3.116409650100597506e-02 5.403785219981396715e+00 2.307420556415126084e-02
3.136245766748366887e-02 5.423897863565241728e+00 2.378475260116478737e-02
3.156208141355724972e-02 5.444677097628197515e+00 2.453077478663143532e-02
3.176297577561440488e-02 5.466156456810192132e+00 2.531475158070815162e-02
3.196514884119486255e-02 5.488371843255621663e+00 2.613938705295539011e-02
3.216860874931599251e-02 5.511361743867581708e+00 2.700763502832406390e-02
3.237336369080041215e-02 5.535167472199860050e+00 2.792272760160849007e-02
3.257942190860584758e-02 5.559833438327497213e+00 2.888820754805428853e-02
3.278679169815682665e-02 5.585407450566209242e+00 2.990796525286463364e-02
3.299548140767873117e-02 5.611941053536592783e+00 3.098628089684704601e-02
3.320549943853385449e-02 5.639489907811254810e+00 3.212787277383893914e-02
3.341685424555961015e-02 5.668114217265737942e+00 3.333795278346977919e-02
3.362955433740890537e-02 5.697879211308287672e+00 3.462229034732914462e-02
3.384360827689270046e-02 5.728855690426415848e+00 3.598728624669241677e-02
3.405902468132469829e-02 5.761120645006873708e+00 3.744005818703944471e-02
3.427581222286828905e-02 5.794757959219457355e+00 3.898854027331744021e-02
3.449397962888563207e-02 5.829859213977526267e+00 4.064159904907725662e-02
3.471353568228903452e-02 5.866524605693720140e+00 4.240916933661030563e-02
3.493448922189450884e-02 5.904864000857271478e+00 4.430241384573572333e-02
3.515684914277762696e-02 5.944998150522359914e+00 4.633391143742178475e-02
3.538062439663158115e-02 5.987060093811464867e+00 4.851788008962694410e-02
3.560582399212758320e-02 6.031196785758025314e+00 5.087044208907019055e-02
3.583245699527753958e-02 6.077570992569372166e+00 5.340994086079899755e-02
3.606053252979898871e-02 6.126363507117309481e+00 5.615732127745062113e-02
3.629005977748245987e-02 6.177775749731515553e+00 5.913658843813145854e-02
3.652104797856103868e-02 6.232032834938903143e+00 6.237536401337177849e-02
3.675350643208243062e-02 6.289387204676995857e+00 6.590556464878317977e-02
3.698744449628326575e-02 6.350122954080990922e+00 6.976423406580434250e-02
3.722287158896586678e-02 6.414561009068110664e+00 7.399457003817561107e-02
3.745979718787736945e-02 6.483065358177253046e+00 7.864720027066315899e-02
3.769823083109127143e-02 6.556050598011739616e+00 8.378177866864081058e-02
3.793818211739150015e-02 6.633991127137438326e+00 8.946899745385547553e-02
