# eV, DoS
1.790156224390243925e-02 0.000000000000000000e+00
1.829072664050901756e-02 0.000000000000000000e+00
1.867989103711559240e-02 0.000000000000000000e+00
1.906905543372216724e-02 0.000000000000000000e+00
1.945821983032874208e-02 0.000000000000000000e+00
1.984738422693531346e-02 0.000000000000000000e+00
2.023654862354188830e-02 0.000000000000000000e+00
2.062571302014846314e-02 0.000000000000000000e+00
2.101487741675504145e-02 0.000000000000000000e+00
2.140404181336161629e-02 0.000000000000000000e+00
2.179320620996819113e-02 0.000000000000000000e+00
2.218237060657476598e-02 0.000000000000000000e+00
2.257153500318133735e-02 0.000000000000000000e+00
2.296069939978791219e-02 0.000000000000000000e+00
2.334986379639448703e-02 0.000000000000000000e+00
2.373902819300106534e-02 0.000000000000000000e+00
2.412819258960764018e-02 0.000000000000000000e+00
2.451735698621421503e-02 0.000000000000000000e+00
2.490652138282078640e-02 0.000000000000000000e+00
2.529568577942736124e-02 0.000000000000000000e+00
2.568485017603393608e-02 0.000000000000000000e+00
2.607401457264051092e-02 2.788740769181110135e+00
2.646317896924708923e-02 2.799632917194851967e+00
2.685234336585366408e-02 2.810525065208593354e+00
2.724150776246023892e-02 2.821417213222335185e+00
2.763067215906681029e-02 2.832309361236077017e+00
2.801983655567338513e-02 2.843201509249818404e+00
2.840900095227995997e-02 2.854093657263560235e+00
2.879816534888653481e-02 3.083005431840053490e+00
2.918732974549311313e-02 3.313918969731484587e+00
2.957649414209968797e-02 3.544832507622913909e+00
2.996565853870626281e-02 3.775746045514342786e+00
3.035482293531283418e-02 4.006659583405771663e+00
3.074398733191940902e-02 4.237573121297200096e+00
3.113315172852598386e-02 4.468486659188629417e+00
3.152231612513255871e-02 4.654384644698741802e+00
3.191148052173913702e-02 4.832817833069390723e+00
3.230064491834570839e-02 5.011251021440039644e+00
3.268980931495228670e-02 5.189684209810686788e+00
3.307897371155885807e-02 5.368117398181334821e+00
3.346813810816543638e-02 5.546550586551981077e+00
3.385730250477200776e-02 5.724983774922629998e+00
3.424646690137857913e-02 5.804543582091111986e+00
3.463563129798515744e-02 5.846527861707736307e+00
3.502479569459172881e-02 5.888512141324360627e+00
3.541396009119830712e-02 5.930496420940984947e+00
3.580312448780487850e-02 5.972480700557608380e+00
3.619228888441146375e-02 6.014464980174233588e+00
3.658145328101803512e-02 6.056449259790857020e+00
3.697061767762460649e-02 6.073600823649661251e+00
3.735978207423118480e-02 6.073600823649661251e+00
3.774894647083775617e-02 6.073600823649661251e+00
3.813811086744433448e-02 6.073600823649661251e+00
3.852727526405090586e-02 6.073600823649661251e+00
3.891643966065748417e-02 6.073600823649661251e+00
3.930560405726405554e-02 6.073600823649661251e+00
3.969476845387062691e-02 6.073600823649661251e+00
4.008393285047720522e-02 6.073600823649661251e+00
4.047309724708377660e-02 6.073600823649661251e+00
4.086226164369035491e-02 6.073600823649661251e+00
4.125142604029692628e-02 6.073600823649661251e+00
4.164059043690351153e-02 6.073600823649661251e+00
4.202975483351008290e-02 6.073600823649661251e+00
4.241891923011665427e-02 6.036055102220552193e+00
4.280808362672323258e-02 5.920598333274837977e+00
4.319724802332980396e-02 5.805141564329122872e+00
4.358641241993638227e-02 5.689684795383408655e+00
4.397557681654295364e-02 5.574228026437693551e+00
4.436474121314953195e-02 5.458771257491978446e+00
4.475390560975610332e-02 5.343314488546264229e+00
4.514307000636267470e-02 5.207699903258129481e+00
4.553223440296925301e-02 4.987282435270857128e+00
4.592139879957582438e-02 4.766864967283585663e+00
4.631056319618240269e-02 4.546447499296314199e+00
4.669972759278897406e-02 4.326030031309040957e+00
4.708889198939555931e-02 4.105612563321765940e+00
4.747805638600213068e-02 3.885195095334493587e+00
4.786722078260870206e-02 3.670960786005601939e+00
4.825638517921528037e-02 3.555504017059892163e+00
4.864554957582185174e-02 3.440047248114181944e+00
4.903471397242843005e-02 3.324590479168472168e+00
4.942387836903500142e-02 3.209133710222762836e+00
4.981304276564157280e-02 3.093676941277053061e+00
5.020220716224815111e-02 2.978220172331342841e+00
5.059137155885472248e-02 2.862763403385633065e+00
5.098053595546130079e-02 2.779322799359907670e+00
5.136970035206787216e-02 2.779322799359907670e+00
5.175886474867445047e-02 2.779322799359907670e+00
5.214802914528102185e-02 2.779322799359907670e+00
5.253719354188759322e-02 2.779322799359907670e+00
5.292635793849417847e-02 2.779322799359907670e+00
5.331552233510074984e-02 2.779322799359907670e+00
5.370468673170732815e-02 2.779322799359907670e+00
5.409385112831389952e-02 2.779322799359907670e+00
5.448301552492047783e-02 2.779322799359907670e+00
5.487217992152704921e-02 2.779322799359907670e+00
5.526134431813362058e-02 2.779322799359907670e+00
5.565050871474019889e-02 2.779322799359907670e+00
5.603967311134677026e-02 2.779322799359907670e+00
5.642883750795334857e-02 2.779322799359907670e+00
5.681800190455991995e-02 2.779322799359907670e+00
5.720716630116649826e-02 2.779322799359907670e+00
5.759633069777306963e-02 2.779322799359907670e+00
5.798549509437964100e-02 2.779322799359907670e+00
5.837465949098622625e-02 2.779322799359907670e+00
5.876382388759279762e-02 2.779322799359907670e+00
5.915298828419937593e-02 2.779322799359907670e+00
5.954215268080594731e-02 2.779322799359907670e+00
5.993131707741252562e-02 2.779322799359907670e+00
6.032048147401909699e-02 2.779322799359907670e+00
6.070964587062566836e-02 2.779322799359907670e+00
6.109881026723224667e-02 2.779322799359907670e+00
6.148797466383881805e-02 2.779322799359907670e+00
6.187713906044539636e-02 2.779322799359907670e+00
6.226630345705196773e-02 2.779322799359907670e+00
6.265546785365853910e-02 2.779322799359907670e+00
6.304463225026511741e-02 2.779322799359907670e+00
6.343379664687169572e-02 2.779322799359907670e+00
6.382296104347827403e-02 2.779322799359907670e+00
6.421212544008485235e-02 2.779322799359907670e+00
6.460128983669141678e-02 2.779322799359907670e+00
6.499045423329799509e-02 2.779322799359907670e+00
6.537961862990457340e-02 2.779322799359907670e+00
6.576878302651113783e-02 2.779322799359907670e+00
6.615794742311771615e-02 2.779322799359907670e+00
6.654711181972429446e-02 2.778385832260940713e+00
6.693627621633087277e-02 2.765429785097619053e+00
6.732544061293743720e-02 2.752473737934297393e+00
6.771460500954401551e-02 2.739517690770975289e+00
6.810376940615059382e-02 2.726561643607654073e+00
6.849293380275715826e-02 2.713605596444332857e+00
6.888209819936373657e-02 2.700649549281011197e+00
6.927126259597031488e-02 2.687693502117689537e+00
6.966042699257689319e-02 2.674737454954367877e+00
7.004959138918345762e-02 2.661781407791046217e+00
7.043875578579003593e-02 2.648825360627725001e+00
7.082792018239661425e-02 2.635869313464403341e+00
7.121708457900317868e-02 2.622913266301081681e+00
7.160624897560975699e-02 2.609957219137760021e+00
7.199541337221634918e-02 2.597001171974437916e+00
7.238457776882292749e-02 2.584045124811116256e+00
7.277374216542949192e-02 2.571089077647794596e+00
7.316290656203607023e-02 2.558133030484473824e+00
7.355207095864264855e-02 2.545176983321151720e+00
7.394123535524921298e-02 2.532220936157830060e+00
7.433039975185579129e-02 2.519264888994508400e+00
7.471956414846236960e-02 2.506308841831186740e+00
7.510872854506894791e-02 2.493352794667865080e+00
7.549789294167551235e-02 2.480396747504544308e+00
7.588705733828209066e-02 2.467440700341222648e+00
7.627622173488866897e-02 2.454484653177900988e+00
7.666538613149523340e-02 2.441528606014579328e+00
7.705455052810181171e-02 2.428572558851257224e+00
7.744371492470839002e-02 2.415616511687935564e+00
7.783287932131496833e-02 2.402660464524614348e+00
7.822204371792153277e-02 2.389704417361293132e+00
7.861120811452811108e-02 2.376748370197971472e+00
7.900037251113468939e-02 2.363792323034649812e+00
7.938953690774125382e-02 2.350836275871328152e+00
7.977870130434783214e-02 2.337880228708006047e+00
8.016786570095441045e-02 2.324924181544684831e+00
8.055703009756098876e-02 2.311968134381363615e+00
8.094619449416755319e-02 2.299012087218041955e+00
8.133535889077413150e-02 2.286056040054720295e+00
8.172452328738070981e-02 2.273099992891398635e+00
8.211368768398727425e-02 2.260143945728076975e+00
8.250285208059385256e-02 2.247187898564755315e+00
8.289201647720043087e-02 2.234231851401434099e+00
8.328118087380702306e-02 2.221275804238111995e+00
8.367034527041358749e-02 2.208319757074790335e+00
8.405950966702016580e-02 2.195363709911468675e+00
8.444867406362674411e-02 2.182407662748147015e+00
8.483783846023330855e-02 2.169451615584825355e+00
8.522700285683988686e-02 2.156495568421504139e+00
8.561616725344646517e-02 2.143539521258182479e+00
8.600533165005304348e-02 2.130583474094861263e+00
8.639449604665960791e-02 2.117627426931539159e+00
8.678366044326618622e-02 2.104671379768217498e+00
8.717282483987276454e-02 2.091715332604895838e+00
8.756198923647932897e-02 2.078759285441574178e+00
8.795115363308590728e-02 2.065803238278253406e+00
8.834031802969248559e-02 2.052847191114931746e+00
8.872948242629906390e-02 2.039891143951610086e+00
8.911864682290562834e-02 2.026935096788287982e+00
8.950781121951220665e-02 2.013979049624966766e+00
8.989697561611878496e-02 2.001023002461644662e+00
9.028614001272534939e-02 1.988066955298323668e+00
9.067530440933192770e-02 1.975110908135002008e+00
9.106446880593850601e-02 6.498998618156869966e+00
9.145363320254508432e-02 1.157909645176825109e+01
9.184279759915164876e-02 1.737002488463414807e+01
9.223196199575822707e-02 2.372798795208120382e+01
9.262112639236480538e-02 3.146906906377962798e+01
9.301029078897136981e-02 4.283791466037934015e+01
9.339945518557794812e-02 5.447467506920885683e+01
9.378861958218452644e-02 7.639312424584899475e+01
9.417778397879111862e-02 1.043336623307130679e+02
9.456694837539768306e-02 1.423453787333684204e+02
9.495611277200426137e-02 1.623377990586922408e+02
9.534527716861083968e-02 1.549120185397617320e+02
9.573444156521740411e-02 1.352220704910191387e+02
9.612360596182398242e-02 1.038206213928585271e+02
9.651277035843056074e-02 8.161729139016614454e+01
9.690193475503713905e-02 5.914455757561928095e+01
9.729109915164370348e-02 3.558909109520641323e+01
9.768026354825028179e-02 1.720326439791617545e+01
9.806942794485686010e-02 1.061610279815273472e+01
9.845859234146342454e-02 4.028941198389294875e+00
9.884775673807000285e-02 1.973695984051605512e+00
9.923692113467658116e-02 1.973695984051605512e+00
9.962608553128314559e-02 1.973695984051605512e+00
1.000152499278897239e-01 1.973695984051605512e+00
1.004044143244963022e-01 1.973695984051605512e+00
1.007935787211028805e-01 1.973695984051605512e+00
1.011827431177094450e-01 1.973695984051605512e+00
1.015719075143160233e-01 1.973695984051605512e+00
1.019610719109226016e-01 2.330965561754510862e+00
1.023502363075291660e-01 4.871014478560181438e+00
1.027394007041357443e-01 7.411063395365853346e+00
1.031285651007423226e-01 1.003374470408511421e+01
1.035177294973489009e-01 1.511384253769649888e+01
1.039068938939554654e-01 2.019394037130788178e+01
1.042960582905620437e-01 3.061911177544673279e+01
1.046852226871686220e-01 4.406805263723139632e+01
1.050743870837751864e-01 6.372979719813613997e+01
1.054635514803817786e-01 8.056202143184179931e+01
1.058527158769883569e-01 6.793494255756178291e+01
1.062418802735949352e-01 4.876200927771284910e+01
1.066310446702014997e-01 3.660606089014265763e+01
1.070202090668080780e-01 2.747136028173238032e+01
1.074093734634146563e-01 2.483028669209920380e+01
1.077985378600212207e-01 2.218921310246603085e+01
1.081877022566277990e-01 1.954813951283285434e+01
1.085768666532343774e-01 1.690706592319968138e+01
1.089660310498409557e-01 1.450524252558460425e+01
1.093551954464475201e-01 1.370754121286877414e+01
1.097443598430540984e-01 1.290983990015294580e+01
1.101335242396606767e-01 1.211213858743711747e+01
1.105226886362672412e-01 1.131443727472128735e+01
1.109118530328738195e-01 1.051673596200545902e+01
1.113010174294803978e-01 9.719034649289630678e+00
1.116901818260869761e-01 8.921333336573802342e+00
1.120793462226935405e-01 8.479302039369537525e+00
1.124685106193001188e-01 8.038467103395001701e+00
1.128576750159066971e-01 7.597632167420464100e+00
1.132468394125132616e-01 7.156797231445926499e+00
1.136360038091198399e-01 6.715962295471388899e+00
1.140251682057264182e-01 6.275127359496851298e+00
1.144143326023329965e-01 5.834292423522314586e+00
1.148034969989395609e-01 5.534846793383620067e+00
1.151926613955461393e-01 5.257750547913905059e+00
1.155818257921527176e-01 4.980654302444190940e+00
1.159709901887592820e-01 4.703558056974476820e+00
1.163601545853658603e-01 4.426461811504761812e+00
