#  k [eV]  charge
0.000000000000000000e+00 0.000000000000000000e+00
2.479596249625352300e+02 2.100000000000079581e-02
4.959192499250704600e+02 8.500000000000085265e-02
7.438788748876057753e+02 1.910000000000007248e-01
9.918384998501409200e+02 3.350000000000008527e-01
1.239798124812676178e+03 5.160000000000000142e-01
1.487757749775211551e+03 7.289999999999992042e-01
1.735717374737746923e+03 9.700000000000006395e-01
1.983676999700281840e+03 1.236000000000000654e+00
2.231636624662817212e+03 1.522000000000000242e+00
2.479596249625352357e+03 1.823000000000000398e+00
2.727555874587887502e+03 2.134999999999999787e+00
2.975515499550423101e+03 2.454000000000000625e+00
3.223475124512957791e+03 2.775999999999999801e+00
3.471434749475493845e+03 3.098000000000000753e+00
3.719394374438028990e+03 3.416999999999999815e+00
3.967353999400563680e+03 3.730000000000000426e+00
4.215313624363098825e+03 4.035999999999999588e+00
4.463273249325634424e+03 4.332000000000000739e+00
4.711232874288169114e+03 4.618000000000000327e+00
4.959192499250704714e+03 4.891000000000000014e+00
5.455111749175775003e+03 5.401999999999999247e+00
5.951030999100846202e+03 5.862000000000000099e+00
6.198990624063380892e+03 6.073000000000000398e+00
6.446950249025915582e+03 6.272999999999999687e+00
6.942869498950987690e+03 6.637000000000000455e+00
7.438788748876057980e+03 6.961000000000000298e+00
7.934707998801127360e+03 7.247999999999999332e+00
8.430627248726197649e+03 7.506000000000000227e+00
8.678586873688733249e+03 7.624000000000000554e+00
8.926546498651268848e+03 7.737999999999999545e+00
9.422465748576338228e+03 7.948999999999999844e+00
9.918384998501409427e+03 8.144000000000000128e+00
1.041430424842648063e+04 8.326999999999999957e+00
1.091022349835155001e+04 8.498999999999998778e+00
1.115818312331408561e+04 8.583000000000000185e+00
1.140614274827662121e+04 8.664999999999999147e+00
1.190206199820169240e+04 8.826000000000000512e+00
1.239798124812676178e+04 8.983000000000000540e+00
1.363777937293943796e+04 9.367000000000000881e+00
1.487757749775211596e+04 9.746000000000000441e+00
1.611737562256478850e+04 1.012300000000000111e+01
1.735717374737746650e+04 1.049500000000000099e+01
1.983676999700281885e+04 1.121000000000000085e+01
2.231636624662817121e+04 1.186200000000000010e+01
2.479596249625352357e+04 1.242999999999999972e+01
2.727555874587887592e+04 1.290799999999999947e+01
2.975515499550423192e+04 1.330100000000000016e+01
3.223475124512957700e+04 1.361599999999999966e+01
3.471434749475493300e+04 1.386700000000000088e+01
3.719394374438028899e+04 1.406499999999999950e+01
3.967353999400563771e+04 1.422100000000000009e+01
4.215313624363098643e+04 1.434500000000000064e+01
4.463273249325634242e+04 1.444299999999999962e+01
4.711232874288169842e+04 1.452299999999999969e+01
4.959192499250704714e+04 1.458900000000000041e+01
6.198990624063381256e+04 1.481799999999999962e+01
7.438788748876057798e+04 1.499099999999999966e+01
8.678586873688733613e+04 1.515099999999999980e+01
9.918384998501409427e+04 1.529499999999999993e+01
1.239798124812676251e+05 1.552599999999999980e+01
1.487757749775211560e+05 1.568399999999999928e+01
